User-ID,Index,location-Rating
276822,7,10
276822,8,10
276822,25,8
276822,26,10
276827,27,7
276828,28,0
276828,29,0
276828,41,0
276828,42,0
276828,60,0
276828,61,0
276828,62,0
276828,63,0
276828,34,7
276828,35,0
276828,48,0
276828,49,0
276828,70,0
276830,7,9
276832,6,0
276832,5,5
276833,4,0
276835,66,10
276837,67,5
276838,3,0
276840,75,0
276840,76,0
276842,77,7
276847,78,0
276847,80,5
276847,81,0
276847,82,8
276847,83,8
276847,84,7
276847,2,10
276847,10,0
276847,11,0
276847,12,8
276847,13,0
276847,14,8
276847,15,9
276847,16,10
276847,17,9
276847,18,8
276847,19,7
276847,10,10
276847,22,0
276847,21,8
276847,23,10
276847,24,7
276847,11,9
276847,30,6
276847,31,0
276847,33,0
276847,40,7
276847,47,9
276847,50,0
276847,28,7
276847,9,6
276847,29,0
276847,7,0
276847,8,0
276847,25,8
276847,26,10
276847,27,0
276847,28,10
276847,29,10
276847,41,10
276847,42,10
276847,60,9
276847,61,7
276847,62,10
276847,63,10
276847,34,10
276847,35,0
276847,48,0
276847,49,8
276847,70,10
276847,7,5
276848,6,0
276848,5,0
276848,4,0
276848,66,0
276848,67,0
276848,3,0
276848,75,0
276848,76,0
276848,77,0
276848,78,8
276848,80,0
276848,81,0
276848,82,0
276848,83,0
276850,84,7
276852,2,0
276852,10,0
276853,11,1
276853,12,7
276854,13,5
276854,14,5
276854,15,0
276856,16,0
276856,17,0
276856,18,0
276856,19,0
276856,10,0
276856,22,0
276856,21,0
276856,23,0
276856,24,0
276856,11,0
276856,30,0
276856,31,0
276856,33,0
276856,40,0
276856,47,0
276856,50,0
276856,28,0
276856,9,0
276856,29,0
276856,7,0
276856,8,0
276856,25,0
276857,26,6
276859,27,0
276859,28,6
276859,29,0
276859,41,0
276859,42,0
276859,60,0
276859,61,0
276859,62,7
276859,63,0
276859,34,8
276859,35,8
276859,48,10
276859,49,10
276859,70,9
276859,7,6
276859,6,8
276859,5,0
276859,4,0
276861,66,9
276861,67,0
276861,3,10
276861,75,8
276861,76,9
276861,77,8
276861,78,6
276861,80,9
276861,81,9
276861,82,9
276861,83,9
276861,84,6
276861,2,8
276862,10,0
276862,11,9
276862,12,8
276863,13,10
276866,14,3
276866,15,8
276866,16,0
276866,17,9
276866,18,7
276866,19,0
276866,10,3
276866,22,5
276866,21,0
276866,23,0
276866,24,4
276866,11,8
276866,30,7
276866,31,0
276866,33,5
276866,40,0
276866,47,0
276866,50,0
276866,28,0
276866,9,5
276869,29,0
276869,7,0
276870,8,6
276872,25,8
276872,26,8
276872,27,7
276872,28,4
276872,29,3
276872,41,10
276872,42,8
276872,60,8
276873,61,7
276875,62,7
276875,63,8
276875,34,0
276875,35,0
276875,48,8
276875,49,0
276875,70,0
276875,7,6
276875,6,7
276875,5,0
276875,4,0
276875,66,0
276875,67,0
276875,3,0
276875,75,0
276875,76,7
276875,77,6
276875,78,0
276875,80,0
276875,81,0
276875,82,6
276875,83,8
276875,84,0
276875,2,0
276875,10,0
276875,11,0
276875,12,4
276875,13,8
276875,14,0
276875,15,0
276875,16,0
276875,17,8
276875,18,8
276875,19,7
276875,10,2
276875,22,6
276875,21,6
276875,23,0
276875,24,0
276875,11,0
276875,30,8
276875,31,8
276878,33,6
276879,40,7
276884,47,0
276884,50,0
276884,28,7
276884,9,0
276884,29,6
276887,7,5
276887,8,0
276887,25,9
276888,26,6
276888,27,0
276889,28,0
276890,29,0
276896,41,10
276904,42,0
276904,60,10
276904,61,5
276904,62,10
276904,63,10
276904,34,5
276904,35,0
276905,48,8
276905,49,5
276905,70,0
276911,7,8
276911,6,9
276911,5,9
276912,4,6
276912,66,6
276912,67,0
276912,3,0
276915,75,7
276916,76,8
276925,77,0
276925,78,10
276925,80,0
276925,81,0
276925,82,0
276925,83,7
276925,84,6
276925,2,0
276925,10,0
276925,11,0
276925,12,0
276925,13,0
276925,14,5
276925,15,0
276925,16,0
276925,17,0
276925,18,0
276925,19,8
276925,10,0
276925,22,0
276925,21,0
276925,23,0
276925,24,0
276925,11,0
276925,30,0
276925,31,0
276925,33,8
276925,40,9
276925,47,0
276925,50,0
276925,28,0
276925,9,6
276925,29,0
276925,7,0
276925,8,0
276925,25,0
276925,26,0
276925,27,0
276925,28,0
276925,29,0
276925,41,0
276925,42,0
276925,60,0
276925,61,0
276925,62,0
276925,63,0
276925,34,0
276925,35,8
276925,48,0
276925,49,0
276925,70,0
276925,7,0
276925,6,0
276925,5,0
276925,4,0
276925,66,0
276925,67,0
276925,3,0
276925,75,5
276925,76,0
276925,77,0
276925,78,5
276925,80,9
276925,81,0
276925,82,9
276925,83,9
276925,84,0
276925,2,0
276925,10,0
276925,11,0
276925,12,0
276925,13,0
276925,14,8
276925,15,8
276925,16,0
276925,17,0
276925,18,0
276925,19,0
276925,10,0
276925,22,0
276925,21,0
276925,23,0
276925,24,0
276925,11,0
276925,30,0
276925,31,0
276925,33,0
276925,40,0
276925,47,0
276925,50,0
276925,28,4
276925,9,0
276925,29,0
276925,7,0
276925,8,0
276925,25,0
276925,26,0
276925,27,0
276925,28,0
276925,29,0
276925,41,0
276925,42,0
276925,60,0
276925,61,0
276925,62,0
276925,63,10
276925,34,0
276925,35,0
276927,48,0
276927,49,10
276927,70,5
276928,7,0
276928,6,5
276928,5,0
276928,4,7
276928,66,0
276928,67,10
276928,3,10
276928,75,10
276928,76,0
276929,77,0
276929,78,0
276929,80,0
276929,81,0
276929,82,0
276929,83,0
276929,84,0
276929,2,10
276929,10,5
276929,11,8
276929,12,8
276929,13,0
276929,14,6
276929,15,0
276929,16,0
276929,17,0
276929,18,5
276929,19,5
276929,10,10
276929,22,8
276929,21,0
276929,23,0
276929,24,0
276929,11,0
276929,30,0
276929,31,0
276929,33,0
276929,40,0
276929,47,0
276929,50,8
276929,28,0
276929,9,0
276929,29,0
276929,7,0
276929,8,8
276929,25,8
276929,26,5
276929,27,0
276929,28,3
276929,29,5
276929,41,3
276929,42,5
276929,60,0
276929,61,5
276929,62,6
276929,63,0
276929,34,0
276929,35,10
276929,48,0
276929,49,7
276929,70,8
276929,7,6
276929,6,0
276929,5,0
276929,4,10
276929,66,2
276929,67,8
276929,3,0
276929,75,0
276929,76,0
276929,77,0
276929,78,0
276929,80,0
276929,81,0
276929,82,8
276929,83,5
276929,84,6
276929,2,0
276929,10,5
276929,11,0
276929,12,3
276929,13,0
276929,14,7
276929,15,5
276929,16,0
276929,17,6
276929,18,0
276929,19,0
276929,10,0
276934,22,10
276936,21,0
276936,23,0
276936,24,0
276936,11,6
276936,30,5
276936,31,3
276939,33,0
276939,40,0
276939,47,0
276939,50,0
276939,28,0
276939,9,6
276939,29,0
276939,7,0
276939,8,7
276939,25,7
276939,26,7
276939,27,9
276939,28,9
276939,29,9
276939,41,9
276939,42,0
276939,60,9
276939,61,0
276939,62,7
276939,63,9
276939,34,10
276939,35,0
276939,48,8
276939,49,0
276939,70,0
276943,7,0
276946,6,0
276949,5,8
276950,4,0
276953,66,8
276953,67,10
276953,3,7
276954,75,0
276954,76,0
276954,77,0
276954,78,8
276954,80,10
276954,81,0
276954,82,0
276954,83,10
276954,84,0
276954,2,0
276954,10,0
276954,11,0
276954,12,0
276954,13,0
276954,14,0
276954,15,0
276954,16,0
276954,17,0
276954,18,0
276954,19,7
276954,10,0
276954,22,8
276954,21,0
276954,23,0
276954,24,0
276954,11,0
276957,30,6
276959,31,6
276963,33,0
276964,40,0
276964,47,6
276964,50,0
276964,28,0
276964,9,10
276964,29,10
276964,7,0
276964,8,10
276964,25,10
276964,26,9
276964,27,0
276964,28,5
276964,29,9
276964,41,0
276964,42,0
276964,60,0
276964,61,6
276964,62,0
276964,63,0
276964,34,8
276964,35,0
276964,48,5
276964,49,10
276964,70,8
276964,7,7
276964,6,8
276964,5,8
276964,4,9
276964,66,10
276964,67,7
276964,3,0
276965,75,9
276975,76,0
276981,77,0
276984,78,0
276984,80,9
276984,81,9
276984,82,0
276984,83,10
276984,84,9
276984,2,9
276984,10,0
276984,11,9
276984,12,9
276984,13,9
276984,14,0
276984,15,10
276984,16,0
276984,17,10
276984,18,9
276984,19,9
276984,10,0
276984,22,9
276984,21,9
276984,23,0
276986,24,10
276986,11,10
276986,30,10
276986,31,10
276988,33,7
276988,40,7
276988,47,7
276988,50,8
276988,28,0
276988,9,0
276988,29,8
276988,7,0
276988,8,0
276989,25,0
276990,26,7
276990,27,9
276992,28,7
276994,29,10
276994,41,8
276994,42,0
276994,60,4
276994,61,6
276994,62,5
276994,63,0
276994,34,9
276994,35,4
276994,48,2
276994,49,7
276994,70,6
276994,7,0
276994,6,9
276994,5,6
276994,4,6
276994,66,2
276994,67,8
276997,3,0
276998,75,8
276998,76,7
277002,77,6
277007,78,7
277009,80,9
277010,81,0
277010,82,10
277012,83,9
277012,84,5
277012,2,10
277018,10,7
277018,11,7
277018,12,8
277019,13,0
277022,14,0
277023,15,6
277028,16,10
277031,17,8
277032,18,8
277035,19,0
277036,10,9
277036,22,0
277036,21,9
277036,23,10
277040,24,0
277042,11,0
277042,30,0
277042,31,0
277042,33,8
277042,40,0
277042,47,0
277042,50,7
277042,28,8
277042,9,0
277042,29,7
277042,7,9
277042,8,0
277042,25,0
277042,26,0
277042,27,8
277042,28,0
277042,29,0
277042,41,2
277048,42,7
277048,60,0
277048,61,0
277051,62,8
277051,63,6
277051,34,5
277051,35,10
277051,48,10
277051,49,0
277051,70,7
277051,7,0
277051,6,0
277051,5,0
277051,4,9
277051,66,8
277051,67,7
277051,3,3
277052,75,8
277053,76,6
277056,77,7
277058,78,5
277058,80,6
277064,81,0
277065,82,4
277072,83,9
277073,84,0
277074,2,5
277075,10,0
277079,11,4
277085,12,8
277085,13,8
277087,14,0
277087,15,8
277087,16,10
277087,17,5
277087,18,0
277087,19,7
277087,10,9
277087,22,6
277087,21,9
277087,23,10
277087,24,8
277087,11,6
277087,30,9
277087,31,9
277087,33,5
277087,40,7
277087,47,5
277087,50,8
277087,28,10
277090,9,5
277094,29,10
277096,7,7
277102,8,0
277107,25,8
277107,26,10
277107,27,10
277107,28,5
277107,29,8
277107,41,4
277109,42,0
277109,60,5
277109,61,5
277109,62,0
277109,63,5
277109,34,0
277114,35,0
277116,48,8
277123,49,0
277124,70,9
277124,7,9
277124,6,9
277124,5,5
277128,4,6
277128,66,8
277128,67,0
277129,3,7
277134,75,6
277135,76,8
277139,77,8
277139,78,0
277139,80,0
277142,81,0
277143,82,0
277143,83,10
277143,84,9
277143,2,0
277143,10,0
277143,11,0
277143,12,0
277143,13,8
277149,14,0
277155,15,0
277157,16,0
277157,17,0
277157,18,0
277157,19,7
277157,10,0
277157,22,5
277157,21,0
277157,23,5
277157,24,0
277157,11,0
277157,30,6
277157,31,7
277157,33,5
277157,40,0
277157,47,0
277157,50,4
277157,28,0
277157,9,5
277157,29,7
277157,7,0
277157,8,8
277157,25,6
277157,26,7
277157,27,7
277157,28,7
277157,29,0
277157,41,0
277157,42,5
277157,60,6
277157,61,0
277157,62,6
277157,63,8
277157,34,0
277157,35,5
277157,48,0
277157,49,7
277157,70,0
277157,7,7
277157,6,0
277157,5,5
277157,4,0
277157,66,0
277157,67,0
277157,3,0
277157,75,0
277157,76,0
277157,77,0
277157,78,0
277157,80,7
277157,81,6
277157,82,6
277157,83,5
277157,84,0
277157,2,0
277157,10,7
277157,11,6
277157,12,7
277157,13,6
277157,14,5
277157,15,0
277159,16,10
277165,17,7
277168,18,0
277168,19,0
277168,10,0
277168,22,0
277168,21,0
277168,23,0
277168,24,0
277168,11,0
277168,30,0
277168,31,0
277168,33,0
277168,40,0
277168,47,0
277168,50,0
277168,28,0
277168,9,0
277168,29,4
277168,7,0
277168,8,0
277168,25,0
277168,26,0
277168,27,5
277168,28,6
277168,29,0
277168,41,0
277168,42,0
277170,60,0
277170,61,0
277170,62,0
277170,63,0
277170,34,9
277170,35,9
277170,48,0
277171,49,7
277171,70,0
277171,7,0
277171,6,9
277171,5,0
277171,4,0
277171,66,0
277171,67,0
277171,3,0
277171,75,8
277171,76,8
277171,77,7
277171,78,10
277171,80,0
277171,81,0
277171,82,9
277171,83,0
277171,84,9
277171,2,8
277171,10,0
277171,11,0
277176,12,0
277179,13,10
277179,14,7
277180,15,0
277180,16,0
277183,17,0
277186,18,0
277186,19,0
277186,10,7
277186,22,0
277186,21,6
277186,23,8
277186,24,5
277186,11,7
277186,30,4
277186,31,0
277187,33,0
277187,40,0
277187,47,0
277187,50,0
277187,28,0
277187,9,0
277187,29,0
277187,7,0
277187,8,0
277187,25,0
277187,26,0
277187,27,0
277187,28,0
277187,29,0
277187,41,0
277187,42,0
277187,60,0
277187,61,0
277187,62,0
277187,63,0
277187,34,0
277187,35,0
277187,48,9
277187,49,0
277187,70,0
277187,7,0
277187,6,0
277187,5,0
277187,4,0
277187,66,0
277187,67,0
277187,3,0
277187,75,0
277187,76,0
277187,77,0
277187,78,0
277187,80,0
277188,81,8
277188,82,0
277188,83,4
277188,84,0
277188,2,0
277189,10,8
277195,11,0
277195,12,0
277195,13,10
277195,14,0
277195,15,0
277195,16,0
277195,17,0
277195,18,0
277195,19,0
277195,10,0
277195,22,0
277195,21,0
277195,23,0
277195,24,0
277195,11,0
277195,30,0
277195,31,0
277195,33,0
277195,40,0
277195,47,10
277195,50,0
277195,28,0
277195,9,0
277195,29,0
277195,7,0
277195,8,0
277195,25,0
277195,26,0
277195,27,0
277195,28,0
277195,29,0
277195,41,0
277195,42,0
277195,60,0
277195,61,0
277195,62,0
277195,63,0
277195,34,9
277195,35,0
277195,48,0
277195,49,0
277195,70,0
277195,7,0
277195,6,0
277195,5,0
277195,4,0
277195,66,0
277195,67,0
277195,3,0
277195,75,0
277195,76,10
277195,77,0
277195,78,0
277195,80,10
277195,81,10
277195,82,0
277195,83,0
277195,84,10
277195,2,0
277195,10,10
277195,11,0
277195,12,0
277195,13,10
277195,14,0
277195,15,0
277195,16,0
277195,17,0
277195,18,0
277195,19,0
277195,10,0
277195,22,0
277195,21,0
277195,23,0
277195,24,0
277195,11,0
277195,30,0
277195,31,0
277195,33,0
277195,40,0
277195,47,0
277195,50,0
277195,28,0
277195,9,0
277195,29,0
277195,7,0
277195,8,0
277195,25,0
277195,26,0
277195,27,0
277195,28,0
277195,29,0
277195,41,0
277195,42,10
277195,60,0
277195,61,0
277195,62,0
277195,63,0
277195,34,0
277195,35,0
277196,48,0
277196,49,0
277196,70,0
277196,7,0
277196,6,0
277196,5,10
277196,4,0
277196,66,7
277196,67,0
277196,3,0
277196,75,0
277196,76,0
277196,77,0
277196,78,0
277196,80,0
277196,81,0
277197,82,8
277197,83,7
277197,84,8
277197,2,0
277197,10,0
277197,11,6
277203,12,8
277203,13,8
277203,14,8
277203,15,8
277203,16,8
277203,17,8
277203,18,0
277203,19,0
277203,10,0
277203,22,9
277203,21,9
277203,23,9
277203,24,8
277203,11,8
277203,30,8
277203,31,8
277203,33,8
277203,40,6
277203,47,9
277203,50,8
277203,28,9
277203,9,8
277203,29,9
277203,7,9
277203,8,9
277203,25,9
277203,26,9
277203,27,8
277203,28,7
277203,29,0
277203,41,10
277203,42,9
277203,60,8
277203,61,7
277203,62,8
277203,63,8
277203,34,8
277203,35,8
277203,48,8
277203,49,8
277203,70,8
277203,7,8
277203,6,8
277203,5,8
277203,4,7
277203,66,8
277203,67,8
277203,3,7
277203,75,7
277203,76,7
277203,77,7
277203,78,10
277203,80,0
277203,81,7
277203,82,9
277203,83,9
277203,84,9
277205,2,7
277209,10,0
277212,11,8
277220,12,7
277221,13,9
277228,14,6
277228,15,0
277228,16,0
277228,17,8
277229,18,7
277230,19,6
277230,10,7
277230,22,5
277231,21,0
277231,23,7
277232,24,10
277235,11,6
277235,30,10
277235,31,7
277237,33,7
277240,40,3
277242,47,5
277243,50,8
277244,28,0
277244,9,0
277244,29,0
277244,7,8
277244,8,0
277244,25,10
277244,26,0
277244,27,8
277245,28,0
277246,29,10
277249,41,0
277249,42,5
277249,60,0
277253,61,9
277256,62,9
277257,63,8
277261,34,7
277262,35,5
277265,48,10
277267,49,0
277268,70,0
277269,7,6
277271,6,8
277272,5,0
277272,4,7
277272,66,0
277272,67,0
277272,3,8
277272,75,0
277272,76,0
277272,77,5
277272,78,7
277272,80,8
277272,81,8
277272,82,0
277272,83,5
277272,84,7
277272,2,0
277272,10,5
277272,11,4
277272,12,5
277272,13,0
277272,14,0
277274,15,8
277281,16,9
277284,17,7
277285,18,9
277288,19,0
277291,10,10
277292,22,8
277293,21,4
277305,23,7
277314,24,6
277315,11,8
277315,30,5
277317,31,9
277330,33,0
277334,40,6
277334,47,0
277338,50,0
277338,28,0
277339,9,7
277340,29,0
277340,7,0
277340,8,0
277341,25,9
277343,26,8
277348,27,7
277351,28,0
277351,29,0
277351,41,5
277351,42,5
277351,60,7
277351,61,6
277353,62,8
277358,63,10
277359,34,8
277359,35,4
277359,48,0
277363,49,1
277363,70,8
277363,7,0
277363,6,5
277364,5,5
277364,4,5
277367,66,10
277369,67,3
277371,3,6
277374,75,7
277375,76,0
277378,77,0
277378,78,0
277378,80,0
277378,81,0
277378,82,0
277378,83,0
277378,84,0
277378,2,0
277378,10,6
277378,11,0
277378,12,0
277378,13,0
277378,14,0
277378,15,0
277378,16,0
277378,17,8
277378,18,7
277378,19,0
277378,10,0
277378,22,0
277378,21,0
277378,23,0
277378,24,0
277378,11,0
277378,30,4
277378,31,0
277378,33,0
277378,40,0
277378,47,0
277378,50,0
277378,28,0
277378,9,7
277378,29,0
277378,7,0
277378,8,6
277378,25,0
277378,26,0
277378,27,0
277378,28,0
277378,29,0
277378,41,0
277378,42,0
277378,60,0
277378,61,0
277378,62,0
277378,63,0
277378,34,0
277378,35,0
277378,48,0
277378,49,0
277378,70,5
277378,7,4
277378,6,5
277378,5,4
277378,4,0
277378,66,0
277378,67,0
277378,3,0
277378,75,0
277378,76,0
277379,77,6
277379,78,0
277380,80,5
277384,81,8
277388,82,0
277389,83,4
277392,84,7
277397,2,8
277399,10,9
277400,11,8
277400,12,0
277400,13,0
277400,14,7
277400,15,0
277400,16,6
277400,17,4
277402,18,6
277405,19,0
277408,10,0
277411,22,0
277413,21,0
277413,23,0
277424,24,8
277425,11,0
277427,30,10
277427,31,0
277427,33,8
277427,40,0
277427,47,0
277427,50,10
277427,28,0
277427,9,0
277427,29,0
277427,7,7
277427,8,0
277427,25,0
277427,26,0
277427,27,0
277427,28,0
277427,29,0
277427,41,0
277427,42,0
277427,60,9
277427,61,0
277427,62,0
277427,63,8
277427,34,0
277427,35,0
277427,48,0
277427,49,0
277427,70,0
277427,7,8
277427,6,0
277427,5,0
277427,4,0
277427,66,0
277427,67,6
277427,3,0
277427,75,8
277427,76,7
277427,77,0
277427,78,0
277427,80,8
277427,81,0
277427,82,0
277427,83,10
277427,84,0
277427,2,0
277427,10,0
277427,11,10
277427,12,0
277427,13,0
277427,14,0
277427,15,0
277427,16,10
277427,17,0
277427,18,0
277427,19,8
277427,10,0
277427,22,0
277427,21,0
277427,23,0
277427,24,0
277427,11,0
277427,30,0
277427,31,0
277427,33,0
277427,40,0
277427,47,0
277427,50,0
277427,28,8
277427,9,0
277427,29,0
277427,7,8
277427,8,0
277427,25,0
277427,26,0
277427,27,0
277427,28,0
277427,29,0
277427,41,0
277427,42,0
277427,60,0
277427,61,0
277427,62,0
277427,63,0
277427,34,0
277427,35,0
277427,48,0
277427,49,0
277427,70,0
277427,7,10
277427,6,0
277427,5,0
277427,4,0
277427,66,0
277427,67,0
277427,3,0
277427,75,0
277427,76,0
277427,77,0
277427,78,0
277427,80,9
277427,81,0
277427,82,0
277427,83,0
277427,84,0
277427,2,0
277427,10,9
277427,11,0
277427,12,0
277427,13,0
277427,14,8
277427,15,0
277427,16,0
277427,17,0
277427,18,0
277427,19,0
277427,10,9
277427,22,9
277427,21,0
277427,23,0
277427,24,0
277427,11,0
277427,30,0
277427,31,0
277427,33,9
277427,40,0
277427,47,0
277427,50,9
277427,28,0
277427,9,9
277427,29,8
277427,7,0
277427,8,8
277427,25,0
277427,26,0
277427,27,0
277427,28,0
277427,29,7
277427,41,7
277427,42,0
277427,60,0
277427,61,0
277427,62,0
277427,63,0
277427,34,0
277427,35,7
277427,48,10
277427,49,9
277427,70,0
277427,7,8
277427,6,0
277427,5,0
277427,4,0
277427,66,9
277427,67,0
277427,3,0
277427,75,0
277427,76,8
277427,77,0
277427,78,0
277427,80,0
277427,81,9
277427,82,0
277427,83,0
277427,84,0
277427,2,0
277427,10,0
277427,11,0
277427,12,0
277427,13,0
277427,14,0
277427,15,0
277427,16,0
277427,17,0
277427,18,7
277427,19,0
277427,10,0
277427,22,0
277427,21,0
277427,23,0
277427,24,0
277427,11,0
277427,30,0
277427,31,5
277427,33,0
277427,40,0
277427,47,0
277427,50,0
277427,28,0
277427,9,0
277427,29,0
277427,7,0
277427,8,0
277427,25,7
277427,26,0
277427,27,0
277427,28,8
277427,29,0
277427,41,9
277427,42,0
277427,60,0
277427,61,8
277427,62,0
277427,63,0
277427,34,0
277427,35,10
277427,48,5
277427,49,8
277427,70,9
277427,7,8
277427,6,10
277427,5,0
277427,4,0
277427,66,0
277427,67,0
277427,3,0
277427,75,10
277427,76,0
277427,77,0
277427,78,8
277427,80,0
277427,81,0
277427,82,0
277427,83,0
277427,84,0
277427,2,0
277427,10,0
277427,11,0
277427,12,0
277427,13,0
277427,14,0
277427,15,0
277427,16,8
277427,17,0
277427,18,8
277427,19,0
277427,10,10
277427,22,0
277427,21,0
277427,23,0
277427,24,6
277427,11,10
277427,30,0
277427,31,0
277427,33,0
277427,40,0
277427,47,0
277427,50,0
277427,28,0
277427,9,0
277427,29,0
277427,7,9
277427,8,0
277427,25,8
277427,26,8
277427,27,0
277427,28,8
277427,29,0
277427,41,0
277427,42,0
277427,60,0
277427,61,0
277427,62,0
277427,63,0
277427,34,9
277427,35,0
277427,48,0
277427,49,0
277427,70,0
277427,7,10
277427,6,10
277427,5,0
277427,4,0
277427,66,0
277427,67,10
277427,3,9
277427,75,0
277427,76,0
277427,77,0
277427,78,0
277427,80,0
277427,81,0
277427,82,9
277427,83,0
277427,84,0
277427,2,0
277427,10,0
277427,11,0
277427,12,0
277427,13,0
277427,14,0
277427,15,8
277427,16,0
277427,17,0
277427,18,0
277427,19,0
277427,10,5
277427,22,0
277427,21,0
277427,23,8
277427,24,0
277427,11,8
277427,30,0
277427,31,0
277427,33,0
277427,40,8
277427,47,0
277427,50,9
277427,28,0
277427,9,8
277427,29,0
277427,7,8
277427,8,0
277427,25,0
277427,26,8
277427,27,0
277427,28,0
277427,29,0
277427,41,10
277427,42,10
277427,60,0
277427,61,0
277427,62,9
277427,63,0
277427,34,5
277427,35,0
277427,48,0
277427,49,0
277427,70,0
277427,7,0
277427,6,0
277427,5,8
277427,4,0
277427,66,0
277427,67,0
277427,3,0
277427,75,0
277427,76,0
277427,77,0
277427,78,8
277427,80,8
277427,81,0
277427,82,8
277427,83,9
277427,84,8
277427,2,9
277427,10,9
277427,11,0
277427,12,9
277427,13,8
277427,14,0
277427,15,0
277427,16,0
277427,17,10
277427,18,0
277427,19,7
277427,10,10
277427,22,0
277427,21,8
277427,23,0
277427,24,9
277427,11,0
277427,30,8
277427,31,0
277427,33,0
277427,40,0
277427,47,0
277427,50,0
277427,28,10
277427,9,0
277427,29,0
277427,7,0
277427,8,5
277427,25,0
277427,26,10
277427,27,10
277427,28,8
277427,29,8
277427,41,0
277427,42,0
277427,60,0
277427,61,0
277427,62,0
277427,63,0
277427,34,10
277427,35,0
277427,48,10
277427,49,0
277427,70,10
277427,7,0
277427,6,10
277427,5,0
277427,4,0
277427,66,10
277427,67,0
277427,3,10
277427,75,8
277427,76,0
277427,77,10
277427,78,0
277427,80,10
277427,81,0
277427,82,0
277427,83,10
277427,84,7
277427,2,0
277427,10,0
277427,11,0
277427,12,10
277427,13,0
277427,14,0
277427,15,10
277427,16,0
277427,17,0
277427,18,8
277427,19,0
277427,10,0
277427,22,10
277427,21,10
277427,23,0
277427,24,0
277427,11,0
277427,30,0
277427,31,0
277427,33,6
277427,40,10
277427,47,10
277427,50,6
277427,28,0
277427,9,0
277427,29,0
277427,7,0
277427,8,0
277427,25,0
277427,26,0
277427,27,0
277427,28,8
277427,29,9
277427,41,0
277427,42,10
277427,60,9
277427,61,7
277427,62,8
277427,63,0
277427,34,5
277427,35,5
277427,48,5
277427,49,0
277427,70,0
277427,7,0
277427,6,0
277427,5,5
277427,4,0
277427,66,0
277427,67,0
277427,3,0
277427,75,0
277427,76,8
277427,77,0
277427,78,7
277427,80,9
277427,81,7
277427,82,0
277427,83,0
277427,84,0
277427,2,10
277427,10,0
277427,11,0
277427,12,0
277427,13,0
277427,14,0
277427,15,10
277427,16,0
277427,17,10
277427,18,0
277427,19,0
277427,10,9
277427,22,10
277427,21,0
277427,23,0
277427,24,10
277427,11,7
277427,30,0
277427,31,0
277427,33,0
277427,40,10
277427,47,10
277427,50,0
277427,28,10
277427,9,0
277427,29,7
277427,7,7
277427,8,0
277427,25,0
277427,26,7
277427,27,0
277427,28,8
277427,29,7
277427,41,0
277432,42,8
277433,60,5
277433,61,0
277433,62,7
277434,63,0
277434,34,0
277435,35,8
277436,48,10
277436,49,10
277436,70,10
277436,7,10
277439,6,5
277439,5,7
277439,4,5
277439,66,5
277439,67,0
277439,3,7
277439,75,5
277439,76,0
277439,77,7
277439,78,7
277439,80,0
277439,81,0
277439,82,0
277444,83,9
277453,84,0
277457,2,8
277457,10,7
277461,11,0
277462,12,10
277466,13,0
277466,14,0
277466,15,7
277466,16,0
277466,17,0
277466,18,0
277466,19,0
277466,10,0
277466,22,7
277466,21,0
277466,23,0
277466,24,0
277466,11,0
